publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
9/3/2018,There are over 30 million small businesses in the United States and they employ nearly 59 million workers. Discover how you can become an engine of economic activity with the new â€œWhat is an #entrepreneur?â€ infographic: http://bit.ly/2PhmquI. #AtlantaFed,1538,41,12,4
9/4/2018,"The U.S. relationship with Cuba has been a fraught one for decades, and it continues to evolve. Read this story from Economy Matters about a recent conference we hosted that discussed the impact of recent changes: http://bit.ly/2Pr5Ycj. #AtlantaFed",1138,23,7,1
9/5/2018,"The Graduate! Network Bridging the Talent Gap initiative uses a locally focused, data-driven approach to build the case for employers to partner with their employees and communities to provide educational opportunities. Read more about the initiative and findings from a national survey in this chapter from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Get complimentary access to the chapter at www.investinwork.org.",1151,34,8,1
9/6/2018,"With so many choices and so much in flux, how did you pick a framework for your #payments risk management strategy? Take On Payments discusses internet security: http://bit.ly/2wMvgtI. #AtlantaFed",927,23,9,0
9/7/2018,"Call for papers: The Federal Reserve seeks research papers from a range of disciplines on the topic of renewing the promise of the middle class for its 2019 Community Development Research Conference. The submission deadline is October 9, find out more in #AtlantaFedâ€™s Partners Update. http://bit.ly/2MyKBrs.",2210,69,6,10
9/8/2018,A healthy economy relies on the actions of households and businesses. Check out our new #infographic illustrating the economy in action using the circular flow model. It is available FREE in print and digital format: http://bit.ly/2Q7hLwI. #AtlantaFed,1347,53,13,1
9/10/2018,"Despite advancements in broadband technology, innovations in connectivity are not available to all Americans. Can workforce development play a role in closing the digital divide? Jordana Barton of the [Federal Reserve Bank of Dallas] shares her insights in this chapter from the upcoming book â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Get complimentary access to the chapter online now: https://lnkd.in/dqayUg5.",1406,31,12,3
9/11/2018,Independently owned #ATMs provide a valuable financial service in low- and moderate-income communities. Why are so many being shut down? Read more about what's going on in Take On Payments: https://bit.ly/2Qin0tk. #AtlantaFed,1466,60,13,2
9/12/2018,Do you own or rent commercial #realestate property? The new Economy Matters quiz tests your knowledge of this ubiquitous form of real estate: http://bit.ly/2wmfk0b. #AtlantaFed,1038,22,3,1
9/13/2018,"Addressing residentsâ€™ #healthcare needs in rural areas is a big challenge. In this episode of the Economy Matters podcast, #AtlantaFed researcher Sameera Fazili discusses her work on how to improve health outcomes in these areas: http://bit.ly/2PLCkyq.",1372,32,13,1
9/14/2018,How do businesses benefit from increased educational attainment for their employees? Researchers from The Graduate! Network Bridging the Talent Gap initiative show a valuable relationship exists between employers who provide learning benefits and employees who take advantage of these programs. Learn more in this chapter of â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Read it for FREE at www.investinwork.org.,4357,64,19,2
9/17/2018,"Once reliant on sawmills and paper manufacturing, the economy of Jacksonville, Florida, has changed dramatically. Economy Matters continues its series examining the economies of some of the Southeastâ€™s largest cities: http://bit.ly/2PLSB6E. #AtlantaFed",1294,42,13,2
9/18/2018,Emergencies can hit when you least expect them. Make your financial emergency plan during Septemberâ€™s National Preparedness Month. Check out these Financial Tips from the #AtlantaFed: http://bit.ly/2PZDcQ6.,1816,55,11,9
9/19/2018,Get answers to big questions about applying effective workforce development policy and practice in a rural context in this chapter from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Enjoy complimentary access to the chapter at www.investinwork.org.,973,27,10,1
9/20/2018,Exactly what do computer fraud policies cover? Take On #Payments looks at some recent legal developments related to insurance and business email compromise: https://bit.ly/2pcIYl8. #AtlantaFed,935,23,7,0
9/21/2018,"Firms anticipate 2.2 percent inflation over the coming year, according to our latest business inflation expectations survey. Read more: http://bit.ly/2udLQBl. #AtlantaFed",1029,23,9,2
9/24/2018,"What are some crucial components of workforce development in rural communities? Brian Dabson, a research fellow at the School of Government at the University of North Carolina at Chapel Hill, delves into this topic in a chapter from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Read the chapter at www.investinwork.org.",1102,19,11,1
9/25/2018,"Small firms play an important role in job creation for the U.S. economy, but are they able to get adequate funding regardless of their race or ethnicity? A new #AtlantaFed discussion paper probes this question, using national Federal Reserve survey data: https://bit.ly/2pfdKKt.",1412,45,16,0
9/26/2018,"â€œClosing the widening gap between the ever-increasing need for human capital development and the funding required is no small task,â€ writes Heath Prince from the Ray Marshall Center at the LBJ School at UT Austin. In this chapter from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers,â€ Prince discusses innovative ways to share the costs of education and training across public, private, and philanthropic sectors. Get free access: www.investinwork.org",952,24,8,2
9/27/2018,"We discussed the economic impact of #smartphones, #AI and other technologies during a recent ECONversation. Watch as we put the technology-driven disruption of labor markets and the macroeconomy into historical context: https://bit.ly/2PGQi40. #AtlantaFed",920,21,7,0
9/28/2018,The Southeast doesnâ€™t lack offbeat and interesting places to visit. The new Economy Matters quiz asks you about some of the regionâ€™s lesser-known tourist destinations: https://bit.ly/2ppj9OV. #AtlantaFed,1093,37,13,1
10/1/2018,Eliud Kipchoge just smashed the marathon record for speed in Berlin. The marathon isnâ€™t the only area that is getting faster beyond imagination. Another is wireless technology. Take On Payments wonders what the possibilities and new risks of a #5G world are: https://bit.ly/2QYxI8U. #AtlantaFed,1080,15,4,1
10/2/2018,What are some alternative methods to finance workforce development? Heath Prince of the Ray Marshall Center at the LBJ School at UT Austin addresses this question in a chapter from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Read the chapter at www.investinwork.org and share your thoughts in the comments field!,1006,14,9,0
10/4/2018,Learn how investments in early childhood development can reduce downstream costs and support workforce productivity decades later in the chapter â€œEarly Childhood Investments: Paving the Way for the Future Workforceâ€ from â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Get access exclusively online at www.investinwork.org/book.,1089,29,11,0
10/6/2018,"How does China manage the value of its currency, the renminbi? #AtlantaFedâ€™s Notes from the Vault discusses a recent working paper that provides a good model of how Chinaâ€™s policy worked in practice: https://bit.ly/2RcSjWZ.",1094,14,5,0
10/8/2018,Did you know October 18 is Get Smart about Credit Day? Learn strategies to improve your credit health and financial stability with these Financial Tips from the #AtlantaFed: https://bit.ly/2R9wxUd.,992,37,7,7
10/9/2018,"Interested in hearing from our president and CEO, Raphael Bostic? Join us on October 20 for a community conversation at the #AtlantaFedâ€™s headquarters. Registration is free (and required), and a light lunch is provided: http://bit.ly/2wlzAz8.",1593,75,17,13
10/11/2018,"Canâ€™t attend our community conversation with Raphael Bostic on October 20, but still have a question you want to ask)? Leave your question in the comments before October 16 and tune in to our Facebook Live feed on October 20 at noon ET: https://lnkd.in/eefSaig.",1010,29,9,3
10/12/2018,Tune into a Connecting Communities webinar on October 18 to learn what some local communities are doing to address the opioid epidemic. Register for the session in Partners Update: https://bit.ly/2QHGarV. #AtlantaFed,1013,13,4,2
10/13/2018,"Are you a #cybersecurity expert headed to Cybersecurity Nexus (CSX) 2018 North America? Stop by booth 315! Weâ€™d love to meet you and talk about your future! #CSXNA

Learn more about our work in cybersecurity here: http://bit.ly/2CCoafQ. And view our current career opportunities here: http://bit.ly/2CDGMMD.",1944,89,11,3
10/15/2018,"How can quality childcare support workforce productivity? Rob Grunewald, an economist in the community development department at the Federal Reserve Bank of Minneapolis addresses this and more in the final chapter released prior to the November 9 book launch of â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Read the chapter at www.investinwork.org/book and share your thoughts in the comments field!",1232,33,7,0
10/17/2018,"Firms anticipate 2.3 percent inflation over the coming year, and firmsâ€™ optimism remains stable after increasing in May, when it was last measured, according to our latest business inflation expectations survey: https://bit.ly/2PC6kwq. #AtlantaFed",1151,16,9,1
10/18/2018,Professor Jayson Lusk of Purdue University recently visited the #AtlantaFed to discuss food production. Listen to this podcast discussion about modern #agriculture with Lusk and our president Raphael Bostic: https://bit.ly/2yneL87.,1177,16,7,0
10/23/2018,"Our president and CEO Raphael Bostic speaks to the Committee of 100 for Economic Development, Inc. in Baton Rouge, Louisiana, at 1:30 p.m. ET today. Weâ€™re providing excerpts on Twitter at Twitter.com/AtlantaFed. 

Interested in following along with President Bosticâ€™s two-day visit to the Pelican State? Get a behind-the-scenes view through our Instagram Stories: Instagram.com/AtlantaFed.",1427,56,23,6
10/24/2018,"You might be surprised to learn that in 2015, payments fraud was only about 1/200 of 1% of all noncash payment transactions. Read the #AtlantaFedâ€™s Take On Payments for more information from a newly released report on payments fraud: https://bit.ly/2ApaD9b.",1376,28,10,1
10/25/2018,"Did you know there are over 300,000 unfilled jobs in #cybersecurity nationwide? Watch three industry experts describing the different types of jobs that help keep our financial system safe: https://bit.ly/2yLtnxy. #AtlantaFed",1112,29,8,4
10/26/2018,"Economic mobility is a cornerstone of the American dream. In this special episode of the Economy Matters podcast, #AtlantaFed president Raphael Bostic talks with Harvard University economist Raj Chetty about Chettyâ€™s heralded research into economic mobility: https://bit.ly/2PRI9u2.",1470,36,15,3
10/26/2018,Are you seeing a rise in nonlabor costs? Read the highlights from the Beige Book's report on the southeastern economy in Economy Matters: https://bit.ly/2Pn52IF. #AtlantaFed,900,7,1,0
10/31/2018,Small business owners: help policymakers understand current business conditions by taking the Federal Reserve Banksâ€™ small business survey: https://bit.ly/2Pqxk56. #AtlantaFed,863,11,2,5
11/1/2018,It is never too early to start building the foundation for your dream career. Help middle school educators in your network teach the building blocks of career success by sharing this lesson from #AtlantaFed: https://bit.ly/2yHL29W.,1464,34,7,4
11/5/2018,Blockchain technology and machine learning are being increasingly applied to help make credit decisions. #AtlantaFedâ€™s Notes from the Vault reviews changes in the way information is used to evaluate retail credit applications and the potential for blockchain technology and machine learning to improve the process: https://bit.ly/2CTbtMN.,1094,13,5,1
11/7/2018,"What's growing faster than remote payments? Remote fraud! From 2015 to 2016, remote payments grew about 11%, compared to about 35% for in-person card transactions. Learn more about remote card fraud in the #AtlantaFed's Take On #Payments: https://bit.ly/2PEbsmX.",1080,21,10,2
11/8/2018,"Left of boom, right of boom--read this week's Take On Payments to learn how many organizations are using a training concept developed by the military in the fight against #cyber breaches: https://bit.ly/2zwI3AV. #AtlantaFed",1151,19,8,2
11/9/2018,How can enhancing the quality of work and implementing job creation strategies help to attract and retain skilled workers? Take time to learn about the best practices in workforce development with the new book â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ Get free access online now: www.investinwork.org/book,1328,32,10,8
11/12/2018,"Monetary policymakers are mandated to foster maximum employment.  But what does that mean in practical terms? In a macroblog post, #AtlantaFed president Raphael Bostic discusses his multifaceted considerations: https://bit.ly/2ELILA1.",1095,23,6,3
11/22/2018,#Thanksgiving is a powerful economic engine. Test your knowledge about the beloved holiday in this #TBT Economy Matters quiz: https://bit.ly/2Dwqt3A.,977,16,7,2
11/26/2018,"Did you know over 58 million people work in small businesses in the United States? These firms help drive the economy, but many need financing to help pay operating expenses or fund their growth. Partners Update explores small firmsâ€™ performance and borrowing patterns in the Southeast: https://bit.ly/2BgUZwP #AtlantaFed",1142,26,7,2
11/28/2018,"Housing helps form the foundation of our communities, but for many people who rentâ€”particularly lower-income individuals and familiesâ€”it is often a choice between quality and affordability. The #AtlantaFed has developed a data tool that shows rental housing affordability across the six states in our district. Check out your state and community: https://bit.ly/2DyPpHP.",1296,43,8,5
11/30/2018,What role can partnerships play in the community development financial institution (CDFI) industry? #AtlantaFedâ€™s Partners Update discusses a new publication on eight CDFI partnerships: https://bit.ly/2BzhRIb.,983,20,8,2
12/3/2018,"Housing helps form the foundation of our communities, but for many people who rentâ€”particularly lower-income individuals and familiesâ€”it is often a choice between quality and affordability. The #AtlantaFed has developed a data tool that shows rental housing affordability across the six states in our district. Check out your state and community: https://bit.ly/2ApTHhy",1661,46,19,2
12/4/2018,"The #AtlantaFed recently hosted the research workshop Financial Stability Implications of New Technology. Notes from the Vault summarizes some of the highlights from the research presented at that workshop: https://bit.ly/2BIQYRX

Want more?
Workshop agenda: https://bit.ly/2SjJxWX
macroblog: https://bit.ly/2BIVlwr",1264,22,9,1
12/6/2018,"Small businesses that sell goods and services globally can reach new markets and expand their operations. However, these firms need adequate access to financing. #AtlantaFedâ€™s Partners Update probes small exportersâ€™ credit market experiences: https://bit.ly/2Bx0rMm",1258,20,7,1
12/7/2018,"Toddlers must learn to play nice in the sandbox, and so do fintechs innovating in the new regulatory sandboxes. The Take On #Payments discusses a report outlining principles that could help these fintechs play nice in the sandbox: https://bit.ly/2So7Raa. #AtlantaFed",1875,47,10,1
12/13/2018,"Opportunity occupations are jobs that do not require a bachelor's degree and pay at least the national annual median wage. A recent infographic illustrates the top opportunity occupations in Alabama, educational attainment in the state, and more: https://bit.ly/2QLe6rx. #AtlantaFed",3690,279,16,10
1/4/2019,January is #GetOrganizedMonth. Use this time to meet your financial-related New Yearâ€™s resolutions. Learn more with the latest Financial Tips from the #AtlantaFed: https://bit.ly/2RnYpa7.,1882,41,12,2
1/7/2019,"In this episode of the Economy Matters podcast, #AtlantaFed president Raphael Bostic talks to U.S. Surgeon General Jerome Adams about the social and economic impact of improved health on society: https://bit.ly/2GUtQEL.",2318,62,18,3
1/14/2019,Early child development programs targeted at those who live in low- and moderate-income households can lead to a healthy and productive workforce and promote #economic mobility. #AtlantaFedâ€™s Workforce Currents discusses initiatives that support early childhood education: https://bit.ly/2AFU9Js.,1357,42,16,4
1/15/2019,"Weâ€™re looking for a risk examiner who also knows IT! This person would examine and inspect financial institutions, ensuring compliance with applicable laws and regulations. This person would also provide support, technical expertise, and training for the domestic safety and soundness examination teams and the foreign banking organization examination teams. (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 257789.",2723,141,24,6
1/16/2019,Recent data indicate that some employers are responding to a tight job market with more robust pay increases for current employees. A new macroblog post discusses the data and what they might imply for wage trends: https://bit.ly/2FwYf9V.,1425,48,12,9
1/17/2019,Weâ€™re looking for a law enforcement instructor at our Miami Branch! This person will provide training for Federal Reserve law enforcement departments and officers and will develop and evaluate related training courses. This person will also conduct District trend analysis to identify training needs to enhance operational processes and procedures. Apply: http://bit.ly/2jwTDEL. Refer to job number 258249.,1513,48,9,4
1/18/2019,"Firms anticipate 2.0 percent inflation over the coming year, and firmsâ€™ sales levels improved somewhat over the month, according to the Atlanta Fedâ€™s latest Business Inflation Expectations survey: https://bit.ly/2udLQBl.",1071,19,7,4
1/19/2019,"Have you ever been the victim of identity fraud? Now we have its cousin, synthetic identity fraud, to contend with. Take On Payments looks at this fast-growing and difficult-to-detect crime: https://bit.ly/2SZCDqs.",1455,40,10,1
1/21/2019,"Your cybercrime word of the day: steganography, or the practice of hiding a message in plain sight. Read in the #AtlantaFedâ€™s Take on Payments how organizations, and criminals, use it to hide code and files: https://bit.ly/2st0Vhg.",1094,31,10,1
1/22/2019,"Save the date: Federal Reserve Board Chairman Powell will host a conversation with teachers from across the U.S. on February 6, 2019, 7-8 p.m. Join the conversation! https://bit.ly/2FsJgyq #FedTownhall",1420,47,18,6
1/23/2019,"The #AtlantaFed insists on the highest level of information security. If you can help us achieve it, we might be your next employer! Weâ€™re hiring an information security senior project manager. Apply: http://bit.ly/2jwTDEL. Refer to job number 258398.",2793,164,22,6
1/25/2019,The #AtlantaFed is looking for an expert on retail payments technology and processes! This person will provide expert advice and direction on a range of automation and business process issues for our Retail Payments Office. Apply: http://bit.ly/2jwTDEL. Refer to job number 258363.,2040,92,22,4
1/28/2019,"Did you know that the amount of student loan debt individuals carry can affect the decision to live in rural or urban areas? Read original research on this topic in â€œConsumer & Community Context,â€ a new Fed publication that examines the financial conditions and experiences of consumers and communities: https://bit.ly/2sF9Mwg (PDF). #AtlantaFed",1211,22,8,0
1/29/2019,"Some studies find that millennials are more generous with their money than any other generation, but are more risk-averse when it comes to credit cards and investing. Why does it matter? Read Take On Payments to learn more: https://bit.ly/2sKpIgR.",1475,34,10,2
1/31/2019,Gain currency with the young people in your life by sharing a new mobile app on money! The Fedâ€™s Money Adventure app points out the security and design features on paper currency: https://bit.ly/2sIX9jJ. #AtlantaFed,907,19,8,6
2/1/2019,"Join Federal Reserve Board Chairman Powell this Wednesday, February 6, at 7 p.m. ET as he hosts a conversation with teachers from across the U.S. https://bit.ly/2FsJgyq. #FedTownHall",1202,22,10,2
2/2/2019,"Good morning! Get your brain cells pumping with this new Economy Matters quiz, which asks you questions about health and fitness: https://bit.ly/2G92x7D.",942,18,9,1
2/3/2019,Ever wondered about digital currency? Read this weekâ€™s Take On Payments to learn some of the concepts behind cryptocurrency: https://bit.ly/2Tjc9jT. #AtlantaFed,1421,40,11,5
2/4/2019,Join Federal Reserve Board Chairman Powell Wednesday at 7 p.m. ET as he hosts a conversation with teachers from across the U.S. https://bit.ly/2FsJgyq. #FedTownHall,1059,24,10,0
2/5/2019,Fintech is sparking economistsâ€™ interest in financial innovation. #AtlantaFedâ€™s Notes from the Vault discusses some of the implications of a recent working paper on financial innovation research for our understanding of fintech: https://bit.ly/2sK0vTQ.,1325,43,19,4
2/6/2019,Watch live at 7 p.m. ET tonight: Federal Reserve Board Chairman Powell takes questions from teachers from across U.S.: https://bit.ly/2FsJgyq. #FedTownHall,1082,23,13,2
2/7/2019,Residential segregation has roots that reach back generations. Experts in housing policy recently convened at the #AtlantaFed to discuss its origins and potential prescriptions to remedy it. This article reports on some of the discussions: https://bit.ly/2sTg8Is.,1629,55,11,4
2/8/2019,"If one thing is certain, itâ€™s that the #AtlantaFed is measuring uncertainty. Economy Matters discusses the Survey of Business Uncertainty, which recently made its debut: https://bit.ly/2B8uXeK.",1064,18,10,1
2/9/2019,"Information security has always been of paramount importance to the Atlanta Fed. To help us maintain our goal, weâ€™re looking for a director of our Information Security Departmentâ€™s business operations who will handle a variety of assignments requiring a high level of evaluation, ingenuity, and critical thinking. If youâ€™re this person, letâ€™s talk! Apply: http://bit.ly/2jwTDEL. Refer to job number 258691.",2902,153,20,5
2/11/2019,"The shortage of affordable housing in urban areas is well known, but itâ€™s also an acute rural problem. The Auburn University College of Architecture, Design and Construction has set out to remedy the situation: https://bit.ly/2sWLnCk.",1424,42,11,1
2/12/2019,"Weâ€™re hosting a special interactive exhibit in our Atlanta Monetary Museum through the end of February. Undesign the Redline examines the history of housing segregation in the United States and features powerful stories of individuals and communities affected by redlining and its legacy. Come be part of the solution, and letâ€™s rethink our approach to community development together. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: http://bit.ly/2W1z5pL.",1180,59,26,4
2/13/2019,"Learn about cutting-edge research from experts in various fields, including economics, sociology, and public policy, at the Fedâ€™s Community Development Research Conference. Plan to attend the May 9â€“10 event in Washington, DC: https://bit.ly/2TzutFJ. #AtlantaFed",1156,19,10,1
2/15/2019,"Last November 9, the New York Fed held an event to launch the book â€œInvesting in Americaâ€™s Workforce: Improving Outcomes for Workers and Employers.â€ As part of the event, three expert panels discussed themes in the bookâ€™s three volumes. Read highlights from the discussions in #AtlantaFedâ€™s Workforce Currents: https://bit.ly/2Gq8n4K.",1370,35,14,5
2/16/2019,"WHEN COINS CLASH! On Tuesday, February 19, weâ€™ll unveil Round One of the Clash of the Coins in Economy Matters! Sixteen coins from throughout U.S. history will go head to head, and your vote counts! Be ready to view the competitors, read the facts about them, and vote for the coins you want to move on to Round Two!",1360,23,6,2
2/19/2019,"Donâ€™t miss the epic Clash of the Coins, which kicks off today in the Atlanta Fedâ€™s Economy Matters! We unveil 16 coins from throughout U.S. history, and they go head to head in four categories. Read the facts we present about each one and cast a vote for which ones should move on to Round Two. Over the course of four weeks, weâ€™ll present more information until WE HAVE A WINNAH! Vote now: https://bit.ly/2BKq7F0.",1092,14,5,0
2/20/2019,"How does your small city rank in terms of economic dynamism? We have added more than 400 new micropolitan and metro areas to #AtlantaFedâ€™s Small City Economic Dynamism Index data tool, discover how your city ranks: https://bit.ly/2tqYlIW.",1614,43,11,2
2/21/2019,"Weâ€™re honored to host Undesign the Redline, a traveling interactive exhibit exploring the redlining policies of our past and their continued impact on our communities. This temporary exhibit is here only through the end of February. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: http://bit.ly/2W1z5pL.",658,17,7,0
2/22/2019,"Do you know your way around Sitecore? If so, we can use your skills! We're seeking a Sitecore developer for internet/intranet projects. (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 258790.",1690,64,8,10
2/25/2019,"Firms anticipate 1.9 percent inflation over the coming year, and firmsâ€™ sales and profit margins improved somewhat over the month, according to the #AtlantaFedâ€™s latest Business Inflation Expectations survey. A majority of firms also expect labor and nonlabor costs to put moderate to strong upward pressure on their prices: https://bit.ly/2udLQBl.",1532,25,13,2
2/26/2019,We take great pride in our commitment to diversity. Economy Matters looks at some of the Bankâ€™s diversity milestones during Black History Month: https://bit.ly/2H4gS67.,2219,123,46,4
2/27/2019,"Round Two of Economy Mattersâ€™ â€œClash of the Coins is under way! See which coins from throughout U.S. history moved on, and cast your vote to see which coins progress to Round Three next week!

Vote Now: https://bit.ly/2GYbrFF",1158,27,8,0
2/28/2019,"As the central bank, the Federal Reserve devotes a great deal of thought to banks and banking. But we also want you to think about banking, so the new Economy Matters quiz tests your knowledge of some current and historical aspects of banking: https://bit.ly/2GZG519. #AtlantaFed",1369,33,5,4
3/4/2019,Getting away with business #email compromise (BEC) requires a disciplined process. But businesses must also use discipline to win their battle against BEC. Read more about business email compromise in the #AtlantaFedâ€™s Take On Payments: https://bit.ly/2EvYGR0.,1056,16,4,1
3/5/2019,"The Atlanta Fed works hard to stay ahead of the bad guys, and if you have the right skills, weâ€™d like to talk to you! Weâ€™re looking for a compliance and risk analyst to assist with the execution, implementation, and maintenance of policies and procedures related to risk and compliance with applicable counterterrorism best practices. (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 258958.",3981,372,43,11
3/7/2019,"If youâ€™re a branding expert, we want to talk to you! The Atlanta Fed is seeking a director for our Branding/Marketing team who will play a lead role in enhancing the user experience for Bank communications and products by developing and implementing a branding and marketing strategy that includes both design/visualization and social media efforts. (And if itâ€™s someone you know, share this post!) Apply: http://bit.ly/2jwTDEL. Refer to job number 258982.",2133,68,11,4
3/8/2019,Round 3 of the Clash of the Coins is under way nowâ€”visit our interactive bracket to learn more about each of the remaining competitors and cast your vote as we head into next weekâ€™s final matchup! Vote for your favorite now: https://bit.ly/2GYbrFF.,1110,16,3,0
3/11/2019,"â€œThough she be but little, she is fierceâ€ (Shakespeare). Read Take On Payments to learn why small financial institutions have as big a voice in the Federal Reserve Payments Study as the large financial institutions: https://bit.ly/2C5h15W.",1833,49,13,1
3/12/2019,"And then there were two! Round 4 of the Clash of the Coins is under way now, and the Liberty Head Nickel is facing off against the Dahlonega Mint Half Eagle for all the bragging rights! Visit Economy Mattersâ€™ interactive bracket to learn more about both of them, and cast your vote before we reveal the winner next week!

Vote Now: https://bit.ly/2GYbrFF",1004,10,2,0
3/13/2019,"Rural areas face many common workforce challenges, such as a declining share of working-age individuals and greater distances to major centers of employment. What are some opportunities for #workforce development investments to address both labor demand and supply in these rural areas? Check out a new report: https://lnkd.in/ezh2AKc. #AtlantaFed",1320,20,6,4
3/14/2019,"Weâ€™re hosting a special interactive exhibit in our Monetary Museum through May 3. Undesign the Redline examines the history of housing segregation in the United States and features powerful stories of individuals and communities affected by redlining and its legacy. Come be part of the solution, and letâ€™s rethink our approach to community development together. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: http://bit.ly/2u9RHaB.",1139,14,7,1
3/15/2019,Bridging the #fintech talent gap: Take On Payments discusses an upcoming webinar featuring a panel that will explore the underlying emerging technologies that are essential core knowledge for the payments and fintech workforce: https://bit.ly/2VWSxDr. #AtlantaFed,1281,38,10,2
3/16/2019,"Firms anticipate 1.9 percent inflation over the coming year, and firmsâ€™ sales and profit margins improved over the month, according to the #AtlantaFedâ€™s latest Business #Inflation Expectations survey. Firms also anticipate inflation over a longer term (five to 10 years) to be around 2.8 percent annually. Learn more: https://bit.ly/2O5PtC1.",1300,17,8,1
3/18/2019,"Are you interested in a career in economics? Then join a Federal Reserve Board  discussion on April 9. We will host invited students in Washington, DC, with a simultaneous webcast at 10:30 a.m. ET. Topics include career opportunities and diversity in economics: https://bit.ly/2VWGENu. #FedEconJobs #Economics",1927,56,15,5
3/20/2019,"Over four weeks, we invited you to participate in the Clash of the Coins, and weâ€™re delighted to announce that the Dahlonega Mint Half Eagle gold coin was the top vote-getter! Now, visit Economy Matters to read background information about all 16 worthy competitors: https://bit.ly/2GYbrFF.",1333,21,5,3
3/22/2019,How much of an impact do tariff hikes and trade policy concerns have on businessesâ€™ plans for future capital expenditures? Click to read a new macroblog post highlighting recent survey data: https://bit.ly/2Uacq9n . #AtlantaFed,1225,20,7,1
3/25/2019,"'There are many economies, not just one. Depending on where you are, people are having very different experiences in terms of prosperity, in terms of hope, and in terms of access to opportunity.' - Federal Reserve Bank of Atlanta president and CEO Raphael Bostic

Our 2018 annual report explores the Sixth District's varied economies and examines socioeconomic gaps, including differences in #economic mobility and resilience. Read the report online now and share this post with a friend: http://bit.ly/2Hus64v.",2365,88,21,9
3/26/2019,The U.S. labor force has seen a recent increase in the share of Hispanic women. A new macroblog post discusses what factors are at work behind this shift: https://bit.ly/2F2P54d.,882,17,9,2
3/27/2019,"Weâ€™re honored to host Undesign the Redline, a traveling interactive exhibit exploring the redlining policies of our past and their continued impact on our communities. This temporary exhibit is here only through May 3. Our Monetary Museum is open Monday through Friday, 9 a.m. to 4 p.m., except Bank holidays, and admission is free. Make your plans now: http://bit.ly/2u9RHaB.",937,21,5,1
3/28/2019,"LIVE NOW: #AtlantaFed president Raphael Bostic joins #Atlanta city leaders, including City of Atlanta Mayor Keisha Lance Bottoms, to discuss income #inequality in Atlanta and its surrounding communities at the Goodwill of North Georgia â€œProsperity for All: Closing Atlantaâ€™s #Wealth Gapâ€ event: https://lnkd.in/e2r6iVw.",2659,127,52,4
3/29/2019,"As #WomensHistoryMonth comes to a close, Economy Matters shines a spotlight on Bevery Ferrell and Marilyn Nieves, two women who shattered the glass ceiling at the Miami Branch: https://bit.ly/2Wnm7SG.",1127,47,20,1
3/30/2019,Does economic history hold any lessons about an economy in a sustained period of full employment? Atlanta Fed economist Julie Hotchkiss discusses her recent research into the question on this episode of the Economy Matters podcast: https://bit.ly/2HYb52a.,1308,51,12,2
3/31/2019,"The first quarter 2019 edition of Economy Mattersâ€™ â€œViewPoint,â€ from our Supervision, Regulation, and Credit division, takes a look at national and southeastern banking conditions, including earnings performance, asset quality, and more: https://bit.ly/2FJby76. #AtlantaFed",1101,24,5,0
4/2/2019,"As the deadline for filing tax returns draws near, we wanted to take your mind off taxes for a momentâ€”just kidding! Test your knowledge of current and historical aspects of #taxes: https://bit.ly/2FjzkF6. #AtlantaFed",862,17,3,2
4/3/2019,What's in place to keep #AI systems from violating our privacy? Learn about some proposed guidelines that have been developed to protect our basic human rights in Take On #Payments: https://bit.ly/2FR1tVK. #AtlantaFed,998,25,7,0
4/4/2019,"On April 9, Fed staff will discuss careers in economics generally and potential career paths within the Federal Reserve System. Tune into the webcast at 10:30 a.m.: https://bit.ly/2VWGENu. #FedEconJobs #Economics",1870,80,25,8
4/6/2019,We hit the road in 2018 to see and hear what was happening in the Sixth District. What did we learn? Read our just-released 2018 annual report to find out: http://bit.ly/2Hus64v.,750,27,9,1
4/7/2019,"An organization is only as good as its people, and we want to hire only the best! Can you help us identify the most capable and skilled employees? The Atlanta Fed is seeking a recruiting specialist, who will help us attract a world-class, diverse workforce. Apply: http://bit.ly/2jwTDEL. Refer to job number 259340.",3425,303,35,5
